years,2011,2012,2013,2014,2015,2016,au_num,
mod-489,0,0,0,0,0,1,2
mod-490,0,0,0,0,0,2,2
mod-491,0,0,0,0,0,1,6
mod-492,0,0,0,0,0,1,9
mod-493,0,0,0,0,0,1,4
mod-494,0,0,0,0,0,1,9
mod-495,0,0,0,0,0,1,2
mod-496,0,0,0,0,0,1,3
mod-497,0,0,0,0,0,1,14
mod-498,0,0,0,0,0,2,2
mod-499,0,0,0,0,1,3,4
mod-500,0,0,0,0,0,2,2
mod-501,0,0,0,0,1,3,4
mod-502,0,0,0,0,0,1,2
mod-503,0,0,0,0,0,1,4
mod-504,0,0,0,0,0,1,3
mod-505,0,0,0,0,0,2,2
mod-506,0,0,0,0,1,2,2
mod-507,0,0,0,0,0,1,5
mod-508,0,0,0,0,0,2,5
