#Id,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,modularity_class,clustering,triangles,eigencentrality,pageranks,Authority,Hub
0,1,13,2,0.521739,0.541667,0,0,483,0,0,0.000052,0.000009,0,0
1,12,101,1,1,1,44,0,483,0.333333,22,0.000577,0.000069,0,0
1644,2,12,9,0.206957,0.210939,0,1,51,1,1,0.000104,0.000014,0,0
1472,7,74,9,0.224014,0.229474,170273.03887,1,51,0.190476,4,0.000365,0.000046,0,0
1645,14,117,8,0.260952,0.269185,258656.783467,1,51,0.197802,18,0.001042,0.000062,0.000007,0.000007
12954,1,7,10,0.155864,0.157771,0,1,51,0,0,0.000047,0.00001,0,0
9200,3,24,9,0.184642,0.187882,33775,1,51,0.333333,1,0.000151,0.000019,0,0
4991,6,42,8,0.248034,0.254274,0,1,51,1,15,0.000415,0.000019,0.000001,0.000001
175,14,144,8,0.248968,0.255815,3984.254295,1,51,0.428571,39,0.000901,0.000039,0.000002,0.000002
4992,14,117,8,0.248048,0.254392,270144,1,51,0.472527,43,0.00081,0.000041,0.000001,0.000001
4993,6,42,8,0.248034,0.254274,0,1,51,1,15,0.000415,0.000019,0.000001,0.000001
178,23,326,8,0.249856,0.256888,9276.552241,1,51,0.324111,82,0.001422,0.000061,0.000003,0.000003
177,137,1405,7,0.32948,0.344861,5255655.964555,1,51,0.064083,597,0.013259,0.00036,0.000329,0.000329
4994,18,154,8,0.2577,0.266147,125048.113487,1,51,0.235294,36,0.001387,0.000059,0.000007,0.000007
7401,13,137,9,0.202872,0.207298,303903,1,35,0.538462,42,0.000651,0.000043,0,0
3877,15,202,8,0.254462,0.263035,566003.097874,1,35,0.161905,17,0.000953,0.000059,0.000014,0.000014
7209,13,160,9,0.202365,0.206526,0,1,51,1,78,0.000733,0.000024,0,0
7210,20,295,9,0.202374,0.206629,255.769033,1,51,0.642105,122,0.001094,0.000036,0,0
7211,22,363,9,0.202376,0.206659,366.199615,1,51,0.601732,139,0.001195,0.000039,0,0
7212,13,130,9,0.202365,0.206526,0,1,51,1,78,0.000733,0.000024,0,0
7213,13,130,9,0.202365,0.206526,0,1,51,1,78,0.000733,0.000024,0,0
7214,21,288,9,0.202375,0.206644,311.339396,1,51,0.633333,133,0.001146,0.000038,0,0
7215,13,156,9,0.202365,0.206526,0,1,51,1,78,0.000733,0.000024,0,0
7216,14,192,9,0.202367,0.206541,8.571929,1,51,0.912088,83,0.000787,0.000026,0,0
7217,31,436,8,0.253066,0.260998,585297.310248,1,51,0.339785,158,0.001956,0.000062,0.000003,0.000003
7218,13,130,9,0.202365,0.206526,0,1,51,1,78,0.000733,0.000024,0,0
7219,13,133,9,0.202365,0.206526,0,1,51,1,78,0.000733,0.000024,0,0
7220,40,327,9,0.218197,0.224178,22951.952766,1,51,0.55,429,0.002495,0.000049,0,0
7221,13,130,9,0.202365,0.206526,0,1,51,1,78,0.000733,0.000024,0,0
7222,24,390,9,0.220852,0.227246,32820.110107,1,51,0.528986,146,0.001422,0.000042,0,0
2,3,55,8,0.280006,0.291232,0,1,6,1,3,0.00115,0.000009,0.000075,0.000075
3,3,48,8,0.280006,0.291232,0,1,6,1,3,0.00115,0.000009,0.000075,0.000075
4,14,168,8,0.314529,0.330943,3545.005871,1,6,0.604396,55,0.00787,0.000022,0.000621,0.000621
9858,6,60,9,0.228303,0.234185,0,1,0,1,15,0.000332,0.00002,0.000001,0.000001
9859,10,96,9,0.228309,0.234244,5.333333,1,0,0.644444,29,0.000545,0.00003,0.000002,0.000002
9860,6,60,9,0.228303,0.234185,0,1,0,1,15,0.000332,0.00002,0.000001,0.000001
9861,6,60,9,0.228303,0.234185,0,1,0,1,15,0.000332,0.00002,0.000001,0.000001
3387,48,531,8,0.295829,0.308914,868013.487649,1,0,0.125887,142,0.005879,0.000121,0.00025,0.00025
9862,6,60,9,0.228303,0.234185,0,1,0,1,15,0.000332,0.00002,0.000001,0.000001
9863,10,96,9,0.228309,0.234244,5.333333,1,0,0.644444,29,0.000545,0.00003,0.000002,0.000002
10280,4,40,8,0.245485,0.252134,0,1,6,1,6,0.000271,0.000018,0.000004,0.000004
10281,4,40,8,0.245485,0.252134,0,1,6,1,6,0.000271,0.000018,0.000004,0.000004
10282,4,40,8,0.245485,0.252134,0,1,6,1,6,0.000271,0.000018,0.000004,0.000004
10283,4,40,8,0.245485,0.252134,0,1,6,1,6,0.000271,0.000018,0.000004,0.000004
2341,67,660,7,0.325342,0.341526,2801694.848269,1,6,0.082768,183,0.016373,0.00018,0.000951,0.000951
697,605,7743,7,0.388887,0.420542,11422574.275113,1,6,0.080319,14675,0.224364,0.000671,0.017177,0.017177
5278,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5279,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5280,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5281,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5282,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5283,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5284,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5285,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5286,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5287,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5288,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5289,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5290,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5291,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5292,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
607,285,2993,7,0.338793,0.360766,3699332.592581,1,6,0.066049,2673,0.042595,0.000389,0.001727,0.001727
5293,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
5294,17,170,8,0.253091,0.261711,0,1,6,1,136,0.001194,0.000027,0.000008,0.000008
6793,202,2359,8,0.330654,0.352858,1621303.45006,1,6,0.115462,2344,0.035814,0.000239,0.001742,0.001742
6185,1,10,9,0.221741,0.228078,0,1,3,0,0,0.000092,0.000006,0.000001,0.000001
6186,59,471,8,0.284917,0.298938,405005.005183,1,3,0.199883,342,0.007247,0.000093,0.000208,0.000208
6615,49,411,8,0.304961,0.323445,734587.831717,1,44,0.161565,190,0.014435,0.000085,0.000922,0.000922
9131,6,53,8,0.25907,0.269134,1197.548512,1,77,0.666667,10,0.001343,0.00001,0.000223,0.000223
255,3590,51579,7,0.438632,0.496033,73728055.86083,1,21,0.018637,120067,1,0.002795,0.103161,0.103161
666,8,52,8,0.269712,0.282409,236383,1,497,0.75,21,0.001772,0.000027,0.000106,0.000106
667,779,9479,7,0.369262,0.404459,2615164.633628,1,21,0.101435,30738,0.335902,0.000602,0.025536,0.025536
1113,32,311,7,0.328707,0.347824,281428.715879,1,20,0.366935,182,0.025219,0.000043,0.00178,0.00178
1812,144,1554,7,0.340999,0.364876,112571.223804,1,21,0.369658,3806,0.111361,0.000104,0.009433,0.009433
1604,676,7975,7,0.366108,0.399938,1438151.079672,1,21,0.124287,28356,0.337056,0.000477,0.02921,0.02921
1816,35,366,8,0.313519,0.333788,15424.243437,1,21,0.453782,270,0.02993,0.000033,0.002414,0.002414
1817,126,1095,8,0.323609,0.347421,33023.9698,1,21,0.31746,2500,0.100162,0.000068,0.014043,0.014043
1818,89,979,7,0.337645,0.360029,36093.366648,1,21,0.43335,1697,0.077278,0.000063,0.006789,0.006789
1820,262,3043,7,0.345457,0.371758,206775.808588,1,21,0.26972,9222,0.166648,0.000181,0.013912,0.013912
2274,422,5241,7,0.362925,0.393923,233353.574502,1,21,0.232194,20626,0.270725,0.000286,0.022954,0.022954
2275,217,2536,7,0.347812,0.374205,267248.74215,1,21,0.335723,7868,0.161683,0.000152,0.013875,0.013875
2277,360,4013,7,0.357706,0.386842,477183.45973,1,21,0.227437,14697,0.228878,0.000244,0.020742,0.020742
3534,1,10,8,0.269682,0.282271,0,1,21,0,0,0.001427,0.000005,0.000106,0.000106
4003,7,55,8,0.294845,0.312535,0,1,69,1,21,0.009001,0.000009,0.000604,0.000604
4004,166,1671,7,0.338284,0.361559,230978.250322,1,21,0.266594,3651,0.095668,0.00013,0.006988,0.006988
959,1073,13772,7,0.386931,0.425569,5947386.797739,1,69,0.073884,42493,0.416932,0.000832,0.030827,0.030827
1354,120,1288,7,0.341361,0.365004,12530.935582,1,20,0.527451,3766,0.110905,0.000084,0.008515,0.008515
2446,156,2065,7,0.344748,0.36886,119166.023918,1,21,0.40579,4906,0.123272,0.000105,0.010726,0.010726
2522,142,1707,7,0.34683,0.371352,20227.628536,1,21,0.516332,5169,0.132744,0.000094,0.011319,0.011319
1494,674,8590,7,0.375514,0.409834,1388214.374604,1,21,0.138544,31422,0.355376,0.000468,0.030282,0.030282
4900,91,1020,7,0.336525,0.359013,11351.037707,1,21,0.531136,2175,0.083685,0.000063,0.006973,0.006973
1496,143,1567,7,0.337049,0.36035,51596.940102,1,21,0.385797,3917,0.107695,0.000097,0.009027,0.009027
938,131,2044,8,0.324916,0.344923,32962.095545,1,69,0.400235,3408,0.058762,0.000094,0.003798,0.003798
937,92,1016,7,0.336233,0.357888,176764.241996,1,20,0.330626,1384,0.061887,0.000081,0.004401,0.004401
1243,420,5656,7,0.35532,0.384524,905906.587557,1,69,0.153051,13467,0.173142,0.000299,0.011846,0.011846
5097,730,9689,7,0.370526,0.405714,2359192.352156,1,69,0.108153,28778,0.317415,0.00056,0.023267,0.023267
1350,2279,28987,7,0.409997,0.459808,35079333.07677,1,20,0.03493,90670,0.701605,0.001801,0.043879,0.043879
599,716,7652,7,0.382983,0.417757,8852395.83569,1,12,0.119471,30581,0.315909,0.000511,0.022628,0.022628
595,169,1947,7,0.354332,0.380738,520838.276464,1,12,0.33115,4701,0.129372,0.000145,0.009977,0.009977
9108,307,3351,7,0.354891,0.382269,216601.304843,1,21,0.238339,11195,0.186818,0.000199,0.016124,0.016124
9109,177,1983,7,0.347937,0.373303,17661.151154,1,21,0.47143,7343,0.151623,0.000115,0.013125,0.013125
9110,523,7027,7,0.364028,0.395279,473978.35591,1,21,0.15922,21734,0.270037,0.000349,0.022704,0.022704
211,610,8535,7,0.365929,0.398356,420703.865577,1,21,0.156909,29145,0.318807,0.000395,0.026348,0.026348
9111,93,1097,7,0.337487,0.360602,9062.257974,1,21,0.515194,2204,0.085673,0.000064,0.006968,0.006968
214,196,2291,7,0.339304,0.364286,35032.344137,1,21,0.35191,6725,0.131396,0.000124,0.010861,0.010861
8520,153,1520,7,0.340711,0.364404,14389.126132,1,21,0.472652,5496,0.121535,0.000095,0.010359,0.010359
2048,1092,13004,7,0.393192,0.431311,6684434.628978,1,21,0.075996,45270,0.495032,0.000801,0.050504,0.050504
202,957,12244,7,0.382324,0.419758,2590854.489705,1,21,0.090328,41320,0.443627,0.000667,0.042315,0.042315
4320,1347,15917,7,0.391075,0.431044,8439246.608311,1,2,0.091141,82622,0.673519,0.000719,0.101902,0.101902
1492,790,9418,7,0.375256,0.410764,1809376.588612,1,21,0.11127,34678,0.387724,0.00053,0.035242,0.035242
5759,110,1171,7,0.34242,0.36551,10193.156252,1,21,0.578148,3466,0.106361,0.000074,0.009103,0.009103
1695,101,1254,7,0.331069,0.351721,440161.976436,1,69,0.278218,1405,0.045013,0.000094,0.002939,0.002939
10409,352,3910,7,0.356787,0.386029,1005849.101846,1,20,0.199398,12318,0.196726,0.000293,0.014912,0.014912
1612,1462,16440,7,0.411526,0.452102,18393916.844338,1,20,0.050691,54137,0.557534,0.001209,0.051155,0.051155
9494,260,2862,7,0.354894,0.382073,637096.125287,1,21,0.282685,9518,0.173073,0.000192,0.014399,0.014399
404,144,1727,7,0.344527,0.369172,130356.509655,1,21,0.395493,4072,0.118408,0.00011,0.009708,0.009708
408,144,1727,7,0.344527,0.369172,130356.509655,1,21,0.395493,4072,0.118408,0.00011,0.009708,0.009708
405,261,3053,7,0.348461,0.376368,315104.496635,1,21,0.283378,9615,0.175618,0.000186,0.01421,0.01421
1116,9,90,8,0.247487,0.255448,0,1,20,1,36,0.000569,0.00002,0.000009,0.000009
1117,9,90,8,0.247487,0.255448,0,1,20,1,36,0.000569,0.00002,0.000009,0.000009
1118,9,90,8,0.247487,0.255448,0,1,20,1,36,0.000569,0.00002,0.000009,0.000009
1119,9,90,8,0.247487,0.255448,0,1,20,1,36,0.000569,0.00002,0.000009,0.000009
1120,22,251,8,0.281141,0.294651,19198.723884,1,20,0.367965,85,0.004323,0.000036,0.000249,0.000249
1121,9,90,8,0.247487,0.255448,0,1,20,1,36,0.000569,0.00002,0.000009,0.000009
1122,9,90,8,0.247487,0.255448,0,1,20,1,36,0.000569,0.00002,0.000009,0.000009
1123,9,90,8,0.247487,0.255448,0,1,20,1,36,0.000569,0.00002,0.000009,0.000009
1124,9,90,8,0.247487,0.255448,0,1,20,1,36,0.000569,0.00002,0.000009,0.000009
1810,11,77,8,0.2692,0.282074,0,1,21,1,55,0.003951,0.000012,0.000336,0.000336
1811,52,505,7,0.330641,0.35062,36969.100123,1,21,0.428356,568,0.042345,0.000043,0.003347,0.003347
1813,11,77,8,0.2692,0.282074,0,1,21,1,55,0.003951,0.000012,0.000336,0.000336
1814,23,163,8,0.273683,0.287276,840.81743,1,21,0.501976,127,0.005804,0.000024,0.000441,0.000441
1815,11,77,8,0.2692,0.282074,0,1,21,1,55,0.003951,0.000012,0.000336,0.000336
1819,11,77,8,0.2692,0.282074,0,1,21,1,55,0.003951,0.000012,0.000336,0.000336
196,279,3393,7,0.355829,0.383584,193475.930755,1,21,0.285114,11057,0.192199,0.000191,0.016368,0.016368
2276,25,215,7,0.329493,0.348892,1463.055743,1,21,0.79,237,0.036689,0.000022,0.002946,0.002946
7320,47,415,8,0.312787,0.333669,52247.959504,1,21,0.349676,378,0.026674,0.000042,0.002014,0.002014
10741,149,1624,7,0.34142,0.364931,187473.937567,1,21,0.413024,4554,0.116683,0.000098,0.010718,0.010718
2279,81,848,7,0.33611,0.35785,303825.493308,1,21,0.419136,1358,0.072426,0.000073,0.005941,0.005941
8240,122,1507,7,0.341703,0.364987,23147.897974,1,21,0.433139,3197,0.096382,0.000084,0.007926,0.007926
400,124,1509,7,0.342354,0.366182,112775.451816,1,21,0.400997,3058,0.103218,0.000096,0.008502,0.008502
407,107,1249,7,0.335872,0.358361,59328.028009,1,21,0.404691,2295,0.080028,0.000079,0.006325,0.006325
2271,11,119,8,0.305781,0.323082,0,1,21,1,55,0.008934,0.000012,0.000788,0.000788
2272,18,198,8,0.308671,0.327126,555.583028,1,21,0.732026,112,0.016397,0.000018,0.001436,0.001436
2273,11,110,8,0.305781,0.323082,0,1,21,1,55,0.008934,0.000012,0.000788,0.000788
2015,172,1547,7,0.350952,0.374596,884141.451759,1,6,0.193594,2847,0.094093,0.000192,0.007594,0.007594
1129,75,794,7,0.335712,0.357913,14120.800342,1,21,0.525405,1458,0.076796,0.000058,0.006094,0.006094
2278,74,652,7,0.33155,0.352206,628936.840137,1,20,0.236949,640,0.046145,0.000086,0.003553,0.003553
9112,85,757,7,0.333953,0.355184,21576.894023,1,21,0.404482,1444,0.064513,0.000063,0.005424,0.005424
8242,80,923,8,0.320538,0.342747,3725.790624,1,21,0.562975,1779,0.061328,0.000053,0.005179,0.005179
2658,92,926,7,0.330803,0.348935,1151510.156917,1,3,0.182752,765,0.021829,0.000107,0.001081,0.001081
1499,25,320,8,0.306406,0.32408,39.939709,1,21,0.803333,241,0.021819,0.00002,0.002041,0.002041
4901,13,159,8,0.305806,0.323026,7.992039,1,21,0.935897,73,0.013024,0.000012,0.001212,0.001212
4902,21,187,8,0.30602,0.323485,41.43189,1,21,0.790476,166,0.019869,0.000018,0.001826,0.001826
5863,108,1019,7,0.345393,0.369546,627405.042734,1,20,0.362236,2093,0.086883,0.00012,0.006583,0.006583
5866,32,304,7,0.333597,0.354228,46885.058267,1,20,0.481855,239,0.038023,0.000035,0.0028,0.0028
5867,6,48,7,0.319979,0.335923,13900.106866,1,19,0.733333,11,0.008762,0.000012,0.000712,0.000712
5868,10,84,7,0.322801,0.339486,34114.617595,1,19,0.555556,25,0.013612,0.000018,0.001076,0.001076
1903,145,1650,7,0.333946,0.355449,255652.123293,1,69,0.248563,2595,0.062812,0.000121,0.004229,0.004229
7321,76,866,7,0.329892,0.350479,43017.117552,1,69,0.382807,1091,0.043452,0.000063,0.002981,0.002981
7323,111,1566,7,0.330651,0.35177,64436.11338,1,69,0.376085,2296,0.052022,0.000086,0.003462,0.003462
936,161,1667,7,0.342771,0.367115,142615.289218,1,20,0.238043,3066,0.090099,0.000134,0.006748,0.006748
7569,72,473,8,0.313516,0.333851,35535.932491,1,334,0.824726,2108,0.017992,0.000041,0.000894,0.000894
7574,100,807,7,0.33092,0.351258,247603.417153,1,334,0.473737,2345,0.039539,0.000068,0.002679,0.002679
7575,23,214,8,0.311185,0.33004,7254.017683,1,3,0.640316,162,0.010375,0.000026,0.000723,0.000723
8655,106,1078,7,0.339806,0.363499,95325.079433,1,20,0.487152,2711,0.086803,0.000092,0.006463,0.006463
8656,52,595,7,0.334148,0.355225,42322.479967,1,20,0.579186,768,0.051556,0.000048,0.003829,0.003829
6016,87,977,7,0.337177,0.359843,176237.463029,1,20,0.469661,1757,0.072348,0.000084,0.005382,0.005382
8657,11,107,7,0.320231,0.33637,5309.631628,1,20,0.618182,34,0.011182,0.000016,0.00089,0.00089
9107,34,303,8,0.307376,0.325573,40467.06707,1,21,0.386809,217,0.020252,0.000038,0.001966,0.001966
9113,63,575,8,0.310236,0.329663,371.845242,1,21,0.698925,1365,0.043354,0.00004,0.004299,0.004299
9568,10,77,8,0.312584,0.331224,10685.139688,1,21,0.533333,24,0.014942,0.000014,0.001269,0.001269
4681,57,491,7,0.332762,0.353164,516343.466647,1,18,0.344612,550,0.03741,0.00006,0.002654,0.002654
2520,30,364,7,0.326121,0.343607,429.781521,1,21,0.783908,341,0.033019,0.000022,0.003096,0.003096
5095,58,571,8,0.310527,0.330522,73377.135908,1,69,0.352087,582,0.020012,0.000053,0.001365,0.001365
10433,13,112,7,0.323132,0.340116,3325.763368,1,20,0.564103,44,0.016162,0.000016,0.001278,0.001278
6075,49,506,8,0.315019,0.33495,33237.300947,1,54,0.32398,381,0.015983,0.000055,0.001083,0.001083
6062,106,1051,7,0.338698,0.362083,224175.735136,1,20,0.271159,1509,0.064874,0.000101,0.004652,0.004652
3071,13,107,8,0.307085,0.324711,270159,1,31,0.294872,23,0.011398,0.000038,0.001047,0.001047
10737,58,597,7,0.328123,0.347152,5670.200203,1,21,0.644283,1065,0.047475,0.000041,0.004181,0.004181
10738,11,146,8,0.305193,0.3222,0,1,21,1,55,0.006935,0.000013,0.000608,0.000608
10739,11,146,8,0.305193,0.3222,0,1,21,1,55,0.006935,0.000013,0.000608,0.000608
10740,110,1507,7,0.335549,0.356937,18504.194211,1,21,0.469892,2817,0.070251,0.000074,0.005874,0.005874
10742,69,811,7,0.326051,0.344991,5147.375118,1,21,0.595482,1397,0.049835,0.000048,0.004392,0.004392
10743,11,146,8,0.305193,0.3222,0,1,21,1,55,0.006935,0.000013,0.000608,0.000608
10744,11,146,8,0.305193,0.3222,0,1,21,1,55,0.006935,0.000013,0.000608,0.000608
10745,11,146,8,0.305193,0.3222,0,1,21,1,55,0.006935,0.000013,0.000608,0.000608
10746,11,146,8,0.305193,0.3222,0,1,21,1,55,0.006935,0.000013,0.000608,0.000608
2513,16,193,8,0.305284,0.322615,2009.269774,1,21,0.75,90,0.009356,0.000017,0.000791,0.000791
10883,10,88,8,0.306901,0.324745,1205.212042,1,21,0.888889,40,0.009075,0.000012,0.000766,0.000766
1960,23,209,7,0.328791,0.347571,127448.620278,1,35,0.418972,106,0.025303,0.000037,0.001817,0.001817
2654,14,140,8,0.251156,0.259872,0,1,3,1,91,0.002133,0.000015,0.000024,0.000024
2655,18,185,8,0.292332,0.308397,21981.935412,1,3,0.653595,100,0.005936,0.000019,0.000215,0.000215
2656,14,140,8,0.251156,0.259872,0,1,3,1,91,0.002133,0.000015,0.000024,0.000024
1774,58,587,8,0.295666,0.312738,1219054.49749,1,19,0.272837,451,0.009173,0.000068,0.000326,0.000326
2657,279,3060,8,0.296229,0.315788,53411.269944,1,3,0.635363,24640,0.107568,0.000065,0.001527,0.001527
2659,276,3015,8,0.293296,0.312817,28577.620865,1,3,0.648959,24628,0.106715,0.000061,0.001476,0.001476
2660,153,1355,8,0.292641,0.310418,21275.82399,1,3,0.844083,9815,0.061695,0.00004,0.000889,0.000889
2661,14,140,8,0.251156,0.259872,0,1,3,1,91,0.002133,0.000015,0.000024,0.000024
2662,14,140,8,0.251156,0.259872,0,1,3,1,91,0.002133,0.000015,0.000024,0.000024
2663,14,140,8,0.251156,0.259872,0,1,3,1,91,0.002133,0.000015,0.000024,0.000024
2664,14,140,8,0.251156,0.259872,0,1,3,1,91,0.002133,0.000015,0.000024,0.000024
2665,14,141,8,0.251156,0.259872,0,1,3,1,91,0.002133,0.000015,0.000024,0.000024
2666,14,140,8,0.251156,0.259872,0,1,3,1,91,0.002133,0.000015,0.000024,0.000024
2667,14,140,8,0.251156,0.259872,0,1,3,1,91,0.002133,0.000015,0.000024,0.000024
3327,3,29,8,0.248702,0.256723,67548,1,20,0.333333,1,0.000261,0.00002,0.000009,0.000009
3328,2,20,9,0.199171,0.203247,0,1,20,1,1,0.000094,0.000017,0,0
3329,2,20,9,0.199171,0.203247,0,1,20,1,1,0.000094,0.000017,0,0
932,17,183,8,0.282677,0.297484,166.38448,1,69,0.838235,114,0.00726,0.000016,0.00046,0.00046
934,122,1665,8,0.322207,0.341385,27115.83775,1,69,0.398591,2942,0.050151,0.000084,0.003114,0.003114
10238,68,560,8,0.320097,0.338009,230086.511606,1,69,0.342406,780,0.032728,0.000065,0.002083,0.002083
5864,3,46,8,0.257059,0.266609,0,1,20,1,3,0.000631,0.000008,0.00004,0.00004
5865,10,131,8,0.282748,0.295961,4552.846579,1,20,0.511111,23,0.002975,0.000023,0.000251,0.000251
5869,2,12,8,0.244032,0.250985,0,1,19,1,1,0.000179,0.000007,0.000007,0.000007
7318,13,117,8,0.274559,0.288233,0,1,69,1,78,0.004553,0.000013,0.000279,0.000279
7319,13,117,8,0.274559,0.288233,0,1,69,1,78,0.004553,0.000013,0.000279,0.000279
7322,13,117,8,0.274559,0.288233,0,1,69,1,78,0.004553,0.000013,0.000279,0.000279
10243,28,267,8,0.255279,0.265623,1194.30562,1,21,0.470899,178,0.002773,0.000032,0.000095,0.000095
7509,75,857,7,0.330463,0.347409,712018.120513,1,6,0.256937,713,0.019026,0.000102,0.000918,0.000918
7570,7,70,8,0.290816,0.306764,0,1,334,1,21,0.003808,0.000011,0.000204,0.000204
7571,7,70,8,0.290816,0.306764,0,1,334,1,21,0.003808,0.000011,0.000204,0.000204
7572,8,87,8,0.290826,0.306793,3.333333,1,334,0.857143,24,0.004783,0.000011,0.000278,0.000278
7573,7,70,8,0.290816,0.306764,0,1,334,1,21,0.003808,0.000011,0.000204,0.000204
8322,3,30,1,1,1,0,2,4,1,3,0.000142,0.000028,0,0
8323,3,30,1,1,1,0,2,4,1,3,0.000142,0.000028,0,0
8324,3,30,1,1,1,0,2,4,1,3,0.000142,0.000028,0,0
8325,3,30,1,1,1,0,2,4,1,3,0.000142,0.000028,0,0
8658,4,36,8,0.254443,0.264118,0,1,20,1,6,0.001034,0.000008,0.000069,0.000069
10235,11,110,8,0.249592,0.258414,0,1,69,1,55,0.001003,0.000016,0.000028,0.000028
10236,11,110,8,0.249592,0.258414,0,1,69,1,55,0.001003,0.000016,0.000028,0.000028
10237,11,110,8,0.249592,0.258414,0,1,69,1,55,0.001003,0.000016,0.000028,0.000028
10239,11,110,8,0.249592,0.258414,0,1,69,1,55,0.001003,0.000016,0.000028,0.000028
10240,11,110,8,0.249592,0.258414,0,1,69,1,55,0.001003,0.000016,0.000028,0.000028
10241,11,110,8,0.249592,0.258414,0,1,69,1,55,0.001003,0.000016,0.000028,0.000028
10242,23,211,8,0.263665,0.275248,1993.306005,1,69,0.494071,125,0.003107,0.000028,0.000132,0.000132
10244,11,112,8,0.249592,0.258414,0,1,69,1,55,0.001003,0.000016,0.000028,0.000028
10407,5,50,8,0.262975,0.274026,0,1,20,1,10,0.001029,0.000015,0.000063,0.000063
10408,5,50,8,0.262975,0.274026,0,1,20,1,10,0.001029,0.000015,0.000063,0.000063
10410,5,50,8,0.262975,0.274026,0,1,20,1,10,0.001029,0.000015,0.000063,0.000063
10411,5,50,8,0.262975,0.274026,0,1,20,1,10,0.001029,0.000015,0.000063,0.000063
10412,5,50,8,0.262975,0.274026,0,1,20,1,10,0.001029,0.000015,0.000063,0.000063
10432,5,50,8,0.291746,0.305296,0,1,20,1,10,0.003,0.000009,0.000244,0.000244
6066,23,262,8,0.292084,0.306037,106.790461,1,20,0.600791,152,0.004452,0.000031,0.000283,0.000283
10558,10,96,8,0.281174,0.292595,40.497714,1,6,0.822222,37,0.002193,0.000018,0.000115,0.000115
10559,2,40,8,0.280004,0.291218,0,1,6,1,1,0.001077,0.000007,0.000072,0.000072
10593,5,50,9,0.234947,0.242632,0,1,31,1,10,0.000284,0.000021,0.000004,0.000004
10594,5,50,9,0.234947,0.242632,0,1,31,1,10,0.000284,0.000021,0.000004,0.000004
10595,5,50,9,0.234947,0.242632,0,1,31,1,10,0.000284,0.000021,0.000004,0.000004
10596,5,50,9,0.234947,0.242632,0,1,31,1,10,0.000284,0.000021,0.000004,0.000004
10597,5,50,9,0.234947,0.242632,0,1,31,1,10,0.000284,0.000021,0.000004,0.000004
10881,8,72,8,0.261018,0.27206,0,1,21,1,28,0.002732,0.00001,0.000209,0.000209
10882,8,72,8,0.261018,0.27206,0,1,21,1,28,0.002732,0.00001,0.000209,0.000209
11211,6,58,8,0.271948,0.283823,2375.212366,1,35,0.6,9,0.001486,0.000018,0.000099,0.000099
11212,4,40,8,0.247443,0.255164,0,1,35,1,6,0.000293,0.000014,0.000008,0.000008
11213,4,40,8,0.247443,0.255164,0,1,35,1,6,0.000293,0.000014,0.000008,0.000008
11214,4,40,8,0.247443,0.255164,0,1,35,1,6,0.000293,0.000014,0.000008,0.000008
1033,486,6224,7,0.373686,0.40151,8638944.064163,1,6,0.065784,7753,0.121795,0.000566,0.008522,0.008522
696,113,1487,7,0.333801,0.353872,321470.473283,1,6,0.230879,1461,0.041863,0.000134,0.003308,0.003308
693,86,1125,8,0.320173,0.339589,118938.841637,1,6,0.277428,1014,0.027893,0.000098,0.002292,0.002292
8500,21,216,8,0.285581,0.297164,504.928343,1,6,0.657143,138,0.004427,0.000027,0.00024,0.00024
996,6,54,9,0.218799,0.224234,0,1,5,1,15,0.000301,0.000024,0,0
997,6,54,9,0.218799,0.224234,0,1,5,1,15,0.000301,0.000024,0,0
998,6,54,9,0.218799,0.224234,0,1,5,1,15,0.000301,0.000024,0,0
999,6,54,9,0.218799,0.224234,0,1,5,1,15,0.000301,0.000024,0,0
1000,6,54,9,0.218799,0.224234,0,1,5,1,15,0.000301,0.000024,0,0
1001,15,124,8,0.280066,0.291479,472716,1,5,0.409524,43,0.001711,0.000048,0.000072,0.000072
